caseid,wsiter,amt1,cpt1,dept1,jelt1,subt1,a01,a08,am01,am02,am03,am04,am05,am06,am07,am08,am09,con12,con13,con14,con15,con17,con01,con03,con05,con09,cp10,cp11,cp12,cp13,cp15,cp02,cp07,cp08,dom01,dom02,dom03,dom04,dom05,dom06,dom07,dom08,dom09
1097,701,24.4555764131652,18,15.7279857744916,19.8674683976759,15,1,3,2.88424293748807,2.51275860174551,2.2740257253366,2.87906920008316,2.03481830407561,2.87582454148231,2.35221963764335,2.82168934519731,2.56130616768783,2.12674529617799,2.11470104590887,2.20315430085038,2.4010896707647,2.28167138978528,2.24254802948621,2.22727605263605,2.11978440570157,2.15581965806382,2,2,3,3,2,2,3,2,1.750478100024,3.1232648063035,3.40148398294533,2.40045215014494,1.85501850442658,2.59130318780874,2.25531662011443,1.95523198996673,1.84029683093425
1098,701,25.8047825376805,16,15.2125364168949,19.0841303369268,15,1,1,2.9718915728145,2.72023583392392,2.10258188500702,2.92629033807876,1.81362642602321,2.88342266533857,2.4963620758785,2.8919442453751,2.16916234200076,1.89196266859158,1.99450616488543,2.14060057980999,2.15323451865332,2.0687001211546,1.99267926646334,1.97800373111026,1.87210552198966,1.93886407065106,2,2,3,2,2,2,2,2,1.72173636008566,3.20542294560262,3.42346700095177,2.36776979283028,1.72427770328369,2.50780787873546,2.17892607044912,1.86819777057331,1.60712123272295
1099,701,24.473873629102,18,15.6561082372077,20.497034763685,17,1,1,2.8354914269566,2.47033740716405,2.54613468724507,3.0287139312905,2.02451759185648,2.93581123240613,2.45272891920291,2.86963406547067,2.54818234480241,1.99663043503195,2.11679555262444,2.1978336857143,2.39058885076749,2.26072813096488,2.20411353894064,2.10171791384102,2.05752101355433,2.12357388622794,2,2,3,2,3,2,3,2,1.69411898221365,3.16536180240647,3.40606297578496,2.44318022802501,1.74024197996757,2.51616961868628,2.22004124678466,1.98780022686515,1.63257120886544
1100,701,25.9255789966601,16,14.875460912101,20.3643935810335,10,1,1,2.93416805175595,2.6880603629585,2.2889863470343,3.07933593062418,1.84476259035877,3.04271291654144,2.59381459399977,2.95873726047926,2.23755574607686,1.70644357455423,2.011095452417,2.18101224403986,2.14987660092025,1.93132746078386,2.01524348031998,1.96398153165442,1.88618261809182,1.9653497202781,1,2,3,1,3,3,2,2,1.51511468942636,3.34416848397145,3.53107958177211,2.49399308598949,1.60769687106578,2.39238830284633,2.27559827607293,1.98207924705236,1.45234720179165
1101,701,25.5599975972366,15,14.1154392646926,21.0821193738721,13,1,1,2.89874901612348,2.57118352017358,2.38116262302579,3.15289391903838,1.94872335926451,3.27824096333688,2.51092336336343,3.00127497765979,2.5233235378116,1.64266814151336,1.9116959322932,2.13726528854879,2.29764425868944,1.92467723696551,2.09084515663618,2.08340201363604,1.99316419098599,2.04067206402984,1,2,4,1,2,3,3,2,1.53251341261437,3.33550604960778,3.61164459892168,2.6836257764757,1.65954841717108,2.85889007552948,2.45713442277646,2.03843844954794,1.4587201976224
1102,701,26.6496023302136,14,13.6309557639476,20.2900961158826,13,0,1,3.05606307760528,2.6462783192512,2.41712681965478,3.31085955418711,1.73172848212251,3.31958062191899,2.6711318387531,3.11697025527671,2.32241816843823,1.37729694921618,1.84651805425745,1.92364342175374,1.9717092590532,1.82295342509358,1.88721458523886,1.78664179499295,1.66652497171845,1.81346120456399,1,2,4,1,3,3,2,1,1.37884819795821,3.5743602602256,3.76183082297213,2.60381902681385,1.51763416329557,2.66191678230869,2.33516471536502,1.97540309670891,1.36174579515887
1103,701,26.4347924072667,14,13.8294631149614,18.4954740293785,10,0,2,2.9983781575462,2.71455685454015,2.06538270651585,3.04819016059983,1.63291310018092,3.00314357562479,2.54262127518499,2.86428956070484,2.03816337086877,1.47867693040545,1.80015671685271,1.95538526869868,1.9415885131004,1.80469325267012,1.73283414616683,1.72856566103019,1.5619436755252,1.77871950501529,2,2,3,1,2,2,2,1,1.58649694079923,3.35689806564301,3.49700486397499,2.37126395973519,1.59036260719561,2.50769859830346,2.18080924325892,1.74792340450305,1.348039426653
1104,701,26.6208750625826,14,13.9812871346789,16.8948534338599,11,0,1,2.97638294825234,2.77636318121926,1.87746321934543,2.951230361456,1.53066450668695,2.85862638537619,2.45725400532928,2.80836503504816,1.79935581367565,1.47163068260412,1.72348752481566,1.99653615131383,1.88883835877092,1.85954225370055,1.55303735204223,1.62886741837408,1.41541201915035,1.65252708352096,4,2,3,1,1,1,2,1,1.87946488211399,3.11872852426071,3.26293881547215,2.19247263220007,1.68087290823145,2.55131285882185,2.07157406550643,1.50603690564434,1.29353206615009
1105,701,29.8476490691967,8,11.0706553941648,16.2869435459892,13,0,1,3.43056153566999,3.12580140267518,1.42102016491915,3.09256825393346,1.16532664537879,3.20625957276097,2.851323052285,3.23692099465356,1.50932915578213,1.06121724549475,1.29197816814583,1.4627993980925,1.36684348441997,1.19577991607867,1.33352260440856,1.27136491158705,1.12082177317842,1.244257937898,1,1,4,1,1,1,1,1,1.2429426671536,3.71823997775604,3.89486709085487,2.28442588243845,1.17074646391021,2.55117241509689,2.02888335675387,1.42290048155117,1.00257750397947
1106,701,28.2092769229733,13,14.1216618723242,17.5629319327971,18,0,1,3.26407186520919,3.10274714480627,1.59302058387873,2.83518952019837,1.51384371356216,2.82100229252629,2.78468840854757,3.16267085207841,1.65412896511104,1.8444720927467,1.73542350248862,1.91321884318476,1.79417833785115,1.67928342278757,1.79780139672983,1.68175401678615,1.68619950822103,1.58475693588484,1,1,3,2,2,1,1,3,1.48031448089081,3.36637806262293,3.61185242953165,2.18271830687853,1.35912046591431,2.19387460207972,1.92809605224683,1.61965423343871,1.34553796924223
1107,701,27.3682291869011,13,13.1950042181997,19.3340948088079,11,0,1,3.20843378333038,2.71003525963125,2.27669204994257,3.26113832203997,1.60891614787243,3.285905924056,2.8140592378899,3.19297241360376,2.21859751423708,1.44904787438186,1.72185485375786,1.63769954910454,1.84814872219903,1.87590676802845,1.78630016980873,1.6465822224435,1.61476061257739,1.7251193346781,1,2,4,2,3,1,2,1,1.32484610424761,3.54580825272014,3.81609283307133,2.43227230808217,1.30794401035285,2.34678672900781,2.16032616236697,1.77738204578307,1.26955049989992
1108,701,26.321308048823,13,12.5213870601525,18.4995768828261,13,0,2,3.03348646688438,2.63602190089965,1.99971025632633,3.03314515548549,1.64658133016722,3.05788226810899,2.51626910243637,2.89652034550422,2.20566256411331,1.4156708216315,1.63433583013264,1.80785017161657,1.93830523539059,1.5263544091402,1.80581856261066,1.70376611488213,1.55115141944785,1.73363380797135,1,1,3,1,2,2,3,1,1.31443563116956,3.53451130696983,3.67476470890272,2.38395185979373,1.45447415584459,2.63259550587881,2.16238056205577,1.68329580455453,1.27920585494892
1109,701,27.4025605181231,14,14.646862569958,20.4446851664748,11,0,1,3.0542935645361,2.95010852431261,2.04930693070793,3.01923841181329,1.79527707360446,3.16075438900243,2.83345042113733,3.236098571526,2.00671242527615,1.87624596331018,1.84428549128968,2.12655662223866,2.19313904170243,1.95449370205414,1.96797180565085,1.96234333622707,2.0953854179803,1.89612527158856,1,2,4,1,2,1,2,4,1.6202819803681,3.09460859939778,3.51581176634045,2.48566279625457,1.36381365067115,2.29395327942105,2.23108738362736,1.8310550905841,1.17860211617401
1110,701,24.2200520430224,19,15.9228047431221,21.1447587596912,12,0,1,2.87343970731524,2.44747095689458,2.46535168065649,2.97783424948869,2.13611581878439,2.98011929853354,2.40099959245988,2.89061280000787,2.74887045621061,2.12317445481532,2.21951472645989,2.25751312205882,2.45329618992885,2.28562054370351,2.38771424560044,2.32395629655638,2.23456013045295,2.24778138234727,1,2,3,3,3,3,3,2,1.57302099960572,3.25173550120652,3.52474341814102,2.50168198031673,1.82570896473609,2.48714107759612,2.34532353528996,2.11739931797547,1.89538880598934
1111,701,26.068962932915,15,14.7195377962748,19.3532250911948,13,0,2,3.01958265134516,2.74378950212374,2.04282044840876,2.92720718494294,1.79421348861125,2.94900565316358,2.55336971918798,2.9039573465103,2.1908704066592,1.85853612655201,1.94316003003344,2.04192595539572,2.12360971026341,1.97287815446823,1.99625890540026,1.97488970535171,1.89235347642432,1.95403722312772,1,2,3,2,2,2,2,2,1.57846732139708,3.30705310617891,3.5384679969991,2.4208429593004,1.63068266224792,2.4723456862662,2.20856621851761,1.90371352960614,1.5710840927406
1112,701,27.6950197412319,15,13.8356838703121,18.6922100830887,12,0,3,3.35925472346196,2.82011363917307,1.96322571363959,3.07078351491528,1.67565841116631,3.13536965652177,2.7976036010294,3.39664965996835,2.24559614412279,1.81872612218501,1.78257810433941,1.72910898854509,1.85136253856061,1.90674173146904,2.0099697571157,1.82653825775407,1.81019969625278,1.67706459230711,1,1,4,4,3,1,2,2,1.2706665103123,3.50570143661306,3.87222228959122,2.22613651607326,1.33808607104381,2.13424209473284,2.05449165757119,1.66338944813225,1.56717158036157
1113,701,27.093750362524,12,11.9085272921001,18.9355553884619,13,0,2,3.12431357571224,2.66313953550364,2.0755959614722,3.20113264535605,1.61355317310431,3.30806538929341,2.62663020359339,3.11779563069917,2.25805026714213,1.25179623499954,1.54108101747933,1.71700212257717,1.87096679684638,1.48512971003884,1.76845637695828,1.65596396818306,1.52369502510652,1.64782746613527,1,1,4,1,2,2,3,1,1.24260669205867,3.6113997777949,3.82262280681445,2.47854460036079,1.36246383209943,2.74696073685142,2.24234694722365,1.68230305102595,1.18464146025445
1114,701,26.6018577721238,14,14.6976475504569,18.6163013216755,13,0,2,2.96495135407881,2.90105282415748,1.82249571654603,2.817825496422,1.71294258280117,2.86034152875703,2.57609601994476,2.8834397272463,1.86642811636314,1.86745256954786,1.83304536513822,2.14172321075076,2.14175187930249,1.91326842871881,1.83468286599393,1.90011062026474,1.87483436365015,1.87221037043299,2,2,3,1,1,1,2,3,1.80507650282767,3.0395882922641,3.31457137276968,2.34161755730534,1.58697043328123,2.45809210339428,2.14041859692036,1.72104545279114,1.31988938635251
1115,701,29.5986975802781,9,11.5293720514532,16.25685292428,13,0,2,3.4649281460877,3.10272540380366,1.39776417398737,3.0396487593565,1.22530598765344,3.16394435592315,2.8128606531154,3.25155744950451,1.61373243822286,1.22114368256765,1.36860173799627,1.47516409477574,1.40732369953959,1.31858982449878,1.44059913712941,1.37900134271606,1.21576641323324,1.3002052401873,1,1,4,2,1,1,1,1,1.25822813849857,3.70393079133874,3.91261113660031,2.24718825400442,1.24182061659244,2.51442485969166,2.02742400905136,1.4490846271723,1.19471724725077
1116,701,28.8010791037018,9,11.0907991864052,17.0868133586387,12,0,1,3.31226944969185,2.94641825687529,1.60163125406831,3.09894713479628,1.32144817710725,3.24731680439944,2.75074809528703,3.1582826471971,1.7896858980255,1.12506252820735,1.32974906773431,1.51219719230198,1.56667631052294,1.27668532335481,1.46855209994222,1.41146779586023,1.27067902253831,1.4005018368379,1,1,4,1,1,1,2,1,1.24945938629896,3.64837385339847,3.85618862278805,2.34822378546383,1.22231454244828,2.64741276903452,2.10933622549456,1.47269970236918,1.03475022756192
1117,701,28.9326731146408,12,12.9951906530768,17.8295599820493,13,0,2,3.36047328129877,3.0627114190362,1.65295176687969,3.07123873107961,1.44638640714468,3.15061098632862,2.81725649275585,3.34649806328827,1.77664914676657,1.46031505315423,1.61928578524354,1.79788323423585,1.63015237397172,1.52253409343003,1.70390336280892,1.61446522685168,1.5140034127708,1.46213353060634,1,1,4,2,2,2,1,2,1.31623582691822,3.5855367061394,3.83378204972019,2.304600048342,1.33655278165316,2.38657173562205,2.09777883654265,1.6256230047802,1.31733589965669
1118,701,28.8392867925595,11,12.7385885703907,16.9742756252488,13,0,1,3.2905584499409,3.0970681654225,1.55582140538757,2.95708934271944,1.33313038771987,2.94072320281251,2.83094760785406,3.13501616740815,1.52312999397904,1.43118635456056,1.5410740544559,1.72800353207345,1.58253233229824,1.41527655430309,1.53795627643332,1.43231594670608,1.37603766175657,1.42461237024908,1,1,3,1,2,1,1,2,1.34507506160438,3.51785318266331,3.68539029255487,2.18621247378344,1.22520536982623,2.19376532164772,1.92997922505662,1.49937986736845,1.08645616317228
1119,701,23.1106835193497,21,17.3950732777071,21.7421981957608,13,0,2,2.62681214375258,2.33109083288588,2.83691887386178,3.04921921033423,2.25327572781171,2.9241496507299,2.29291631786794,2.73433508904905,2.7577680611192,2.15655867467122,2.41523031252351,2.54312963152444,2.66818321967835,2.64564471157913,2.3623913573376,2.38893533997792,2.2886480242923,2.39228368211582,3,3,3,2,3,3,3,2,2.00040124406843,2.92298667579041,3.17241427629856,2.55532269341738,2.05998209274652,2.60270180345551,2.40821537074916,2.20327879295089,1.86688189205955
1120,701,26.586526302899,12,12.5159478654193,19.6188149781021,12,0,1,3.05526734798433,2.59915295612785,2.28806112749557,3.22098936372349,1.67574372346786,3.32624634381865,2.66947946940129,3.01210440588294,2.33280671849631,1.36719877529826,1.62748575326791,1.67085348567428,2.0076903816152,1.76915942902249,1.77666202951973,1.70310240774801,1.64849995116368,1.8207719456095,1,2,4,1,2,1,3,1,1.38490919630549,3.47053219099721,3.73315289793383,2.55230572098874,1.36453458767589,2.68766580504184,2.2685612143509,1.78644815027753,1.16062188443875
1121,701,28.6347594034417,10,11.8688001987782,17.6513248086608,13,0,1,3.26630889360641,2.99524558515858,1.60573145504247,3.03268890397804,1.42181814447775,3.19527166557868,2.76337162342044,3.19631290730551,1.78674638270486,1.33437819811701,1.42427329957858,1.68188288613938,1.70767365740101,1.38085847168145,1.59026974844442,1.54713741031695,1.47438825175915,1.48564155545015,1,1,4,1,1,1,2,2,1.34165513644832,3.50313923387239,3.76910109675957,2.35747891609974,1.25276120616373,2.58825956270825,2.11932428587881,1.52258651100118,1.0662397649304
1122,701,26.928382154404,11,11.7603916547659,17.4642635354612,12,0,2,3.09942709511986,2.73489938896441,1.72044538018379,2.93665800150708,1.51568886994791,3.03185077619658,2.53470695506447,2.85211600697341,2.02503873824301,1.36379330535281,1.46657519156062,1.65323426569852,1.84138968605891,1.40807138266673,1.64870651589663,1.60090583295607,1.45086966053673,1.64731646379745,1,1,3,1,1,1,3,1,1.33474459400322,3.50363642969159,3.66860346112446,2.32355103064546,1.37399151465411,2.65329040254041,2.1072197376945,1.53454252967006,1.1703504771964
1123,701,26.7480189245347,13,13.8500759455364,18.9339192400301,13,0,1,3.04049492881516,2.80526388311404,2.02157579206251,2.98104528645333,1.64792931212353,2.9893009908319,2.67742193544321,2.91375073582514,1.9897389569005,1.66553284132638,1.77169348659249,1.88119820419392,2.00865123004572,1.82439591623993,1.79294963337228,1.74493827850704,1.72693133106876,1.83070972093437,1,2,3,1,2,1,2,2,1.53547761697236,3.31625805352788,3.5379343377455,2.3970481253089,1.42732492667583,2.39390450326447,2.12073299219945,1.77647763866581,1.24563996156171
1124,701,24.979462830741,17,14.7135882241846,20.4273360587224,12,0,1,3.04780940346204,2.45312819527574,2.3072944492563,3.06039366612575,2.02829141871796,3.20334045164418,2.38291263772122,3.00715408210423,2.83947290045443,1.91313178282242,2.04704241000026,2.00467368476111,2.2780875571702,2.18893381389919,2.29035710629653,2.27064169256636,2.07428888192962,2.12337425228549,1,2,4,4,2,3,3,1,1.4861740764999,3.43781310988195,3.75196426218645,2.56265776053771,1.8423242115023,2.80780061564007,2.4427683192847,2.06710407777932,2.00364989006783
1125,701,26.0100125728587,16,15.4243609925118,19.8906188015992,12,0,2,2.9810684147917,2.80265300542103,2.01874316515854,2.86231000268764,1.88440144788318,2.90964079165663,2.57620341145653,2.95449362176326,2.17316328933261,2.04582998085989,2.02608343870869,2.21002918893778,2.24952283536387,2.05853939692601,2.10245108436573,2.10749330756126,2.09030871705076,2.02964816937285,1,2,3,2,2,2,2,3,1.65678397265039,3.15778414370132,3.45347766234071,2.4178539244897,1.64493218611817,2.36518745885819,2.22376022164762,1.93149863232958,1.58484736739399
1126,701,27.5098113356159,12,12.8094653770474,19.3913031701348,13,0,1,3.16662085338068,2.72307508348877,2.32812552509873,3.31269676805399,1.55911881369636,3.31554086358,2.84231147292436,3.16582994360827,2.1289618338023,1.31114325291074,1.65683210707643,1.62691731271663,1.82275272885703,1.7716087654772,1.69474910662461,1.54201180356165,1.52556996111697,1.6787008047559,1,2,4,1,3,1,2,1,1.3234397317987,3.56415178208894,3.79625159595581,2.4817541019628,1.25306699751583,2.43153930549478,2.15657956732371,1.77329960607051,1.0951370193437
1127,701,24.5428467498921,18,15.4970697703132,20.2791611432148,10,0,1,2.81321323801262,2.52252665603325,2.27133865298543,2.93447270913402,2.0356887757676,2.95186033077417,2.33061763006519,2.81388808404195,2.51671204755019,1.94484116825334,2.10391839172641,2.33519650794735,2.39737716629913,2.1382540465012,2.19289056223067,2.23428958660477,2.08093229946149,2.14343062476079,2,2,3,2,2,3,3,2,1.72819911451867,3.13259237441038,3.37177252913328,2.46811182738798,1.87573508502122,2.62322692891655,2.35908339870201,1.97484532489339,1.73714581878281
1128,701,22.9986326125409,19,15.714302209242,22.7504241673362,14,0,1,2.67438300238844,2.12846122407151,3.09999774114537,3.28735803734269,2.28204121794124,3.30131743691402,2.3215611668652,2.81968982995297,3.15207909138535,1.86884169780709,2.24287809068497,2.2372752091812,2.66776600641316,2.53161006941303,2.38073433149542,2.35011746795467,2.24197257601068,2.41657660400183,2,3,4,2,3,3,4,1,1.73432198250508,3.18695965973901,3.47843944979404,2.78814178646055,1.93599099240123,2.95701095492711,2.57527185547755,2.29296847541258,1.78127920038441
1129,701,27.2696376863522,13,12.6247330441073,18.9799031344744,11,0,2,3.17916799723019,2.74234350955519,1.96967329789998,3.0849150997387,1.67232463638852,3.23070557043606,2.70169639584553,3.21365121254113,2.24063446393533,1.55492877042672,1.59998461083,1.74831576813626,1.95533976107956,1.65867257817411,1.87772961456912,1.77235599968239,1.74324040618984,1.70724112858211,1,1,4,2,2,1,3,2,1.30156503212917,3.44070021835593,3.77363550007838,2.37116339196725,1.30740535583942,2.46386370509035,2.16939200000339,1.62416970109702,1.24837695891401
1130,701,27.0839497881898,14,13.5302646507775,19.5038105396965,10,0,2,3.08226668579228,2.68621347070516,2.36194389841404,3.31426393566371,1.63938156507496,3.28367844820904,2.72523942286711,3.16065203616865,2.16706293144695,1.32259210409858,1.7740191575964,1.86999884091111,1.88914524790099,1.84682329729961,1.748588533153,1.65977579441794,1.56141454049705,1.70708592126551,2,2,4,1,3,2,2,1,1.4597152563269,3.45754000320224,3.66928319184186,2.45910298430169,1.43845277182845,2.46217768366664,2.2292468501403,1.78358132758546,1.22016289044592
1131,701,28.8566358367687,9,12.1254100690022,17.4331584783122,13,0,2,3.30251326028838,3.01839835367361,1.69207472033274,3.11082584108599,1.31891303400471,3.2201202677988,2.8034774189397,3.10054691809928,1.68819757545725,1.22070754174707,1.47902628910942,1.56580504585583,1.58558744517569,1.51473791780494,1.4457237310455,1.44235135299123,1.31898119883352,1.48934700345983,1,2,4,1,1,1,1,1,1.4198889539282,3.58449380150243,3.78713819979738,2.42534154821522,1.31319937229915,2.63106873223514,2.14178722652889,1.63914817907624,1.1207254474289
1132,701,28.7421287436455,10,11.7956223826422,17.6242070690431,11,0,1,3.27375521313839,3.00528176017258,1.57755397081808,3.03404995254098,1.41163613637918,3.2079519428925,2.77358178755558,3.20881892245005,1.77197878069891,1.31235638251523,1.41267247640957,1.68030042584404,1.6925894356234,1.36234656581259,1.5747442789077,1.54407139806979,1.46863426316475,1.47611278308304,1,1,4,1,1,1,2,2,1.32777603755227,3.49910489092089,3.77119828812966,2.34523475065314,1.23656406631852,2.5402545416265,2.12453022862458,1.50048480509261,1.04851350221531
1133,701,28.9874400637944,10,11.8921457810651,17.185736491737,13,0,1,3.32000375989459,3.04900463843762,1.5100214594752,3.09073104006658,1.33793631380495,3.21029933109997,2.68014341811375,3.188061306322,1.70278549041806,1.12737094180019,1.48166411532685,1.75952550712961,1.51580001461614,1.24712457569505,1.52598808302281,1.51599490301835,1.2617767837799,1.37901833770608,1,1,4,1,1,3,1,1,1.29835113331312,3.7284484558927,3.8604463178712,2.4064908072895,1.43531362968996,2.7815498919108,2.20746850479518,1.62500397218957,1.26918627979463
1134,701,26.4496257207892,15,14.6554355911727,18.5804983848175,11,0,3,3.04206309976617,2.7787065660707,2.00172626928022,2.92993104213807,1.70695757561299,2.90676334079671,2.60237222123442,2.94138611982997,2.0428989706709,1.8148421892353,1.8764615449569,1.98907260470076,2.04858781000001,2.00600397960869,1.86539558808276,1.84955671090028,1.79012003950012,1.85242632601279,2,2,3,2,2,1,2,2,1.6662739292138,3.1922500206313,3.44487177018378,2.28224899951155,1.55959984070341,2.29660909816502,2.10004538192,1.72294261343697,1.43836431938519
1135,701,29.7597515905838,9,11.4196053272491,16.2161763148535,10,0,1,3.47609762538568,3.11777966632466,1.35549794765079,3.04169033220091,1.21003297550558,3.18296477189388,2.82817589931812,3.27031647222133,1.59158103521394,1.18811095916498,1.35120050324275,1.47279040433274,1.38469736687317,1.29082196569549,1.41731093282432,1.37440232434531,1.20713543034165,1.28591208163663,1,1,4,2,1,1,1,1,1.23740949015449,3.69787927691149,3.91575692365544,2.22882200583452,1.21752490682463,2.44241732806904,2.03523292317002,1.41593206830945,1.16812785317814
1136,701,28.0707200653428,12,12.1654558956602,18.6944847106858,13,0,1,3.23939024087459,2.79207975037156,2.10157161696316,3.29352057396801,1.49183725928352,3.30370004771167,2.80456728918403,3.27777417599677,2.04682158144515,1.18472980481113,1.56462695970334,1.67227471947185,1.6784870331994,1.47832309355912,1.6787807192948,1.49334035787311,1.39788804076261,1.50099193909812,1,1,4,1,3,2,2,1,1.17419767810385,3.70300219741088,3.88677010052147,2.40187089861155,1.24289767201677,2.46683172676349,2.13296827156934,1.65810365386464,1.11029346380185
1137,701,28.2322278111406,15,14.9654317701131,19.0466780509051,10,0,2,3.13484126778654,3.00318642452559,2.13435028997246,3.17877297464101,1.59165305103994,3.10262876521908,2.9051690202459,3.35903268473387,1.72547192157103,1.62267331608769,1.85279782503539,2.10632785353381,1.88874310440196,1.9981340588828,1.71836828253788,1.66414613848319,1.71386531835743,1.61474617625162,3,2,4,1,3,1,1,3,1.71845709584896,3.12011663148428,3.44123897672146,2.26909930003597,1.36859662925416,2.04789181843443,2.06285223694337,1.64173395490798,1.10938633688747
1138,701,23.5849640469234,20,17.305919384078,22.1399667969858,13,0,3,2.68009839431951,2.43685212398077,2.75084573307186,2.98411590903214,2.25301892760646,2.92932748190774,2.44303222432888,2.80255528688617,2.68719224414201,2.31038186218948,2.36936584750978,2.46656887657669,2.71261960395724,2.63757951634564,2.39921864023796,2.40070893908401,2.44500469694426,2.42998073948424,2,3,3,2,3,2,3,3,1.92856327189748,2.87629514924803,3.2164895371242,2.56274061082118,1.87264870245894,2.4169001767939,2.35594803380835,2.19868046825081,1.73789303289563
1139,701,26.5885781712131,15,15.7513871282937,17.6029253840486,13,0,2,3.10511747082918,3.02570191830317,1.47381424590139,2.53785645911741,1.69548595932225,2.5437135914266,2.5412876386884,2.77583579277264,1.77158210163382,2.26491911337435,1.99623069463644,2.11001946468056,2.06813522448185,2.03264152363231,1.96251099525962,2.02150172531369,1.9654477374731,1.93360495656798,1,2,2,3,1,1,1,3,1.76463017624258,3.10759490501403,3.35483223477793,2.16794690603826,1.68406451273961,2.1625317257452,2.00411782430238,1.77117388873108,1.73938653538233
1140,701,27.5238548652252,11,11.49778209865,18.486158915588,13,0,2,3.17959246359994,2.70153791762242,2.03109531419417,3.20205125228949,1.52724833889123,3.30604551012391,2.71222002067902,3.14222547486495,2.16132209982417,1.21871938684682,1.44623804388882,1.56863906805862,1.7964885317483,1.45945738023065,1.67222363765116,1.5336489724674,1.45321751980578,1.58044726623123,1,1,4,1,2,1,3,1,1.21490245897892,3.60629553872657,3.83983319330629,2.41751213793527,1.23018024920956,2.63177199844446,2.15305437320299,1.58125130570675,1.05133707234686
